id,title,introducao,link
40242,"PIB cresce 0,8% no primeiro trimestre, puxado por Serviços","Setor de serviços puxa alta do PIB no primeiro trimestre de 2024, com destaque para o comércio varejista. - Foto: Helena Pontes/Agência IBGE Notícias No primeiro trimestre de 2024, o Produto Interno Bruto (PIB) do país teve alta de 0,8% frente ao último...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40242-pib-cresce-0-8-no-primeiro-trimestre-puxado-por-servicos.html
40241,"PIB cresce 0,8% no primeiro trimestre de 2024","No primeiro trimestre de 2024, o PIB cresceu 0,8% frente ao quarto trimestre de 2023, na série com ajuste sazonal. Pela ótica da produção, os destaques foram Serviços (1,4%) e Agropecuária (11,3%), enquanto a Indústria ficou estável (-0,1%). Período de...",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/40241-pib-cresce-0-8-no-primeiro-trimestre-de-2024.html
40240,Superintendência do IBGE mostra dados do Censo 2022 para gestores públicos em Alagoas,"Atendimento aos gestores no balcão do IBGE. Na foto, prefeito de Japaratinga e Superintendente da SES/AL - Foto: Nathalia Leal Um dos símbolos do litoral nordestino, a Área de Proteção Ambiental (APA) Costa dos Corais é a maior unidade de conservação...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40240-superintendencia-do-ibge-mostra-dados-do-censo-2022-para-gestores-publicos-em-alagoas.html
40235,Contagem regressiva para os 90 anos do IBGE,"O IBGE comemorou seus 88 anos, em 29 de maio de 2024, com uma cerimônia repleta de homenagens, no Palácio da Fazenda, no Rio de Janeiro (RJ). No mesmo dia, houve inauguração da Casa Brasil IBGE e consolidação de acordos de cooperação técnica e protocolos...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40235-contagem-regressiva-para-os-90-anos-do-ibge.html
40220,IBGE disponibiliza Agenda de 3 a 9 de junho,"Agenda IBGE traz a programação do instituto para a semana - Foto: Bel Corção/Brasil com S Já está disponível a Agenda IBGE para a semana de 3 a 9 de junho. O documento traz as programações do Instituto e contempla as divulgações, as reuniões internas e...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40220-ibge-disponibiliza-agenda-de-3-a-9-de-junho.html
40222,Casa Brasil IBGE abre ao público no dia 3 de junho e livraria tem promoção especial,"Mapa mundi com o Brasil no centro do mundo no espaço Casa IBGE - Foto: Acervo IBGE Na próxima segunda-feira, 3 de junho, a Casa Brasil IBGE será aberta ao público para visitação, trazendo ainda uma promoção na livraria. Por R$ 50,00 será possível...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40222-casa-brasil-ibge-abre-ao-publico-no-dia-3-de-junho-e-livraria-tem-promocao-especial.html
40217,IBGE celebra aniversário de 88 anos no Palácio da Fazenda e lança Casa Brasil IBGE,Aniversário de 88 anos do IBGE foi comemorado em evento no Palácio da Fazenda - Foto: Adriana Saraiva/Agência IBGE Notícias O IBGE realizou na manhã desta quarta-feira (29) um evento de comemoração pelos 88 anos do Instituto. Com a presença de servidores...,http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40217-ibge-celebra-aniversario-de-88-anos-no-palacio-da-fazenda-e-lanca-casa-brasil-ibge.html
40201,IBGE divulga o rendimento domiciliar per capita e o Coeficiente de Desequilíbrio Regional de 2023,"O IBGE divulga hoje os valores de rendimento nominal mensal domiciliar per capita (RDPC) e os Coeficientes de Desequilíbrio Regional (CDR) referentes a 2023 para o Brasil e três Grandes Regiões: Norte, Nordeste e Centro-Oeste, calculados com base na...",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/40201-ibge-divulga-o-rendimento-domiciliar-per-capita-e-o-coeficiente-de-desequilibrio-regional-de-2023.html
40192,"Em 2022, ocupação na indústria da construção cresce 4,4% e serviços especializados ganham participação no valor de obras do setor","Serviços especializados para construção cresceu 6,5 pontos percentuais desde 2013 - Foto: Helena Pontes/Agência IBGE Notícias A indústria da Construção gerou R$439,0 bilhões em valor de incorporações, obras e/ou serviços em 2022, sendo R$415,6 bilhões em...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40192-em-2022-ocupacao-na-industria-da-construcao-cresce-4-4-e-servicos-especializados-ganham-participacao-no-valor-de-obras-do-setor.html
40198,"PNAD Contínua: taxa de desocupação é de 7,5% e taxa de subutilização é de 17,4% no trimestre encerrado em abril","A taxa de desocupação (7,5%) no trimestre encerrado em abril de 2024 não teve variação significativa frente ao trimestre de novembro a janeiro de 2024 (7,6%) e caiu 1,0 ponto percentual (p.p.) ante o mesmo trimestre móvel de 2023 (8,5%). Essa foi a menor...",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/40198-pnad-continua-taxa-de-desocupacao-e-de-7-5-e-taxa-de-subutilizacao-e-de-17-4-no-trimestre-encerrado-em-abril.html
40197,Desemprego fica estável e ocupação com e sem carteira batem recordes,"Trabalhadores com carteira chegam a 38,188 milhões e sem carteira chegam a 13,5 milhões, maiores contingentes da série histórica da PNAD Contínua, iniciada em 2012 - Foto: Karolina Fabbris Pacheco/AEN No trimestre móvel encerrado em abril de 2024, a taxa...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40197-desemprego-fica-estavel-e-ocupacao-com-e-sem-carteira-batem-recordes.html
40202,IBGE é premiado na edição de 2024 do Furukawa Electric Awards,"Os projetos de inovação reconhecidos foram divulgados nacional e internacionalmente. O IBGE recebeu premiação na categoria de Data Center na quarta edição do Furukawa Electric Awards, realizado na semana passada. Participaram dessa premiação projetos...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40202-ibge-e-premiado-na-edicao-de-2024-do-furukawa-electric-awards.html
40190,"Índice de Preços ao Produtor (IPP) é de 0,74% em abril","Em abril de 2024, os preços da indústria variaram 0,74% frente a março de 2024, terceiro resultado positivo seguido nesse indicador. Nessa comparação, 20 das 24 atividades industriais tiveram variações positivas de preços. O acumulado no ano foi de...",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/40190-indice-de-precos-ao-produtor-ipp-e-de-0-74-em-abril.html
40186,"IPCA-15 foi de 0,44% em maio","O Índice Nacional de Preços ao Consumidor Amplo 15 (IPCA-15) apresentou alta de 0,44% em maio, 0,23 ponto percentual (p.p.) acima da taxa registrada em abril (0,21%). No ano, o IPCA-15 acumula alta de 2,12% e, em 12 meses, de 3,70%, abaixo dos 3,77%...",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/40186-ipca-15-foi-de-0-44-em-maio.html
40188,"Prévia da inflação fica em 0,44% em maio, influenciada pela alta da gasolina","Alta da gasolina exerceu a principal influência na prévia da inflação de maio - Foto: Helena Pontes/Agência IBGE Notícias A prévia da inflação ficou em 0,44% em maio, 0,23 ponto percentual (p.p.) acima da taxa registrada em abril (0,21%). As maiores...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40188-previa-da-inflacao-fica-em-0-44-em-maio-influenciada-pela-alta-da-gasolina.html
40193,"Preços da indústria crescem 0,74% em abril, terceiro resultado positivo seguido","A alta de 0,79% no setor de refino de petróleo e biocombustíveis foi influenciada pelo aumento do biodiesel - Foto: Camila Domingues/Palácio Piratini Os preços da indústria nacional cresceram 0,74% em abril na comparação com o mês anterior. Esse foi o...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40193-precos-da-industria-crescem-0-74-em-abril-terceiro-resultado-positivo-seguido.html
40191,IBGE lança Casa Brasil IBGE para preservação e disseminação da memória,"Projeto vai reunir memória e tecnologia em um mesmo espaço de exposição presencial e virtual, com exibição do formulário do primeiro Censo realizado pelo IBGE O Instituto Brasileiro de Geografia e Estatística (IBGE) vai lançar durante a cerimônia de...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40191-ibge-lanca-casa-brasil-ibge-para-preservacao-e-disseminacao-da-memoria.html
40174,IBGE divulga Agenda de 27 de maio a 2 de junho,"Agenda IBGE traz a programação do instituto para a semana - Foto: Bel Corção/Brasil com S O IBGE divulgou hoje (27) a Agenda do Instituto para a semana de 27 de maio a 2 de junho. A Agenda IBGE contempla os eventos, as reuniões e os compromissos da...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40174-ibge-divulga-agenda-de-27-de-maio-a-2-de-junho.html
40179,IBGE intensifica cooperação técnica com a Superintendência do Desenvolvimento do Nordeste,"Foto: Adriana Saraiva Representantes do Instituto Brasileiro de Geografia e Estatística (IBGE) e da Superintendência do Desenvolvimento do Nordeste (Sudene) se reuniram na sede do Instituto, no Rio de Janeiro, com o objetivo de intensificar a cooperação...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40179-ibge-intensifica-cooperacao-tecnica-com-a-superintendencia-do-desenvolvimento-do-nordeste-2.html
40176,"IBGE participa de Seminário sobre gestão de dados na Unicamp, em Campinas (SP)","O presidente do Instituto Brasileiro de Geografia e Estatística (IBGE), Marcio Pochmann, participou nesta quinta-feira, 23, do Seminário Sustentabilidade em Universidades: Gestão e Indicadores, realizado no Centro de Convenções da Universidade Estadual...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40176-ibge-participa-de-seminario-sobre-gestao-de-dados-na-unicamp-em-campinas-sp.html
40173,"Em 2023, 88,2% das pessoas de 5 anos ou mais haviam tomado pelo menos 2 doses de vacina contra covid-19","Pessoas com esquema primário de vacinação completo representam 88,2% da população com 5 anos ou mais - Foto: Jonathan Campos/AEN-PR Até o primeiro trimestre de 2023, 88,2% da população de 5 anos ou mais haviam tomado pelo menos duas doses da vacina...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40173-em-2023-88-2-das-pessoas-de-5-anos-ou-mais-haviam-tomado-pelo-menos-2-doses-de-vacina-contra-covid-19.html
40172,Inscrições para treinamento do SINGED Lab para o Rio Grande do Sul terminam amanhã,"Inscrições são gratuitas e devem ser feitas até dia 28 de maio, pelo site da livraria do IBGE O Instituto Brasileiro de Geografia e Estatística (IBGE) realizará em 3 de junho, das 8h às 12h, o primeiro treinamento do SINGED Lab voltado a gestores...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40172-inscricoes-para-treinamento-do-singed-lab-para-o-rio-grande-do-sul-terminam-amanha.html
40159,IBGE anuncia ações visando à recuperação do Rio Grande do Sul,"Na segunda-feira, 20, o IBGE apresentou como funcionará a força-tarefa organizada pelo Instituto para auxiliar o processo de reconstrução das áreas afetadas pelas enchentes no Rio Grande do Sul (RS). O principal objetivo é capacitar os gestores...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40159-ibge-anuncia-acoes-visando-a-recuperacao-do-rio-grande-do-sul.html
40156,Cerimônia de homenagem aos servidores e aposentados do IBGE terá ato especial de solidariedade ao Rio Grande do Sul,"Aniversário de 88 anos do órgão terá assinaturas de acordos de cooperação e abertura da Casa Brasil IBGE no Palácio da Fazenda, na cidade do Rio de Janeiro - Foto: SRA-RJ / SGC Na semana que se inicia em 27 de maio o Instituto Brasileiro de Geografia e...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40156-cerimonia-de-homenagem-aos-servidores-e-aposentados-do-ibge-tera-ato-especial-de-solidariedade-ao-rio-grande-do-sul.html
40143,CNEFE: IBGE antecipa microdados de cadastro de endereços para auxiliar gestores do Rio Grande do Sul,"Por conta da situação de calamidade do RS, o IBGE antecipou a divulgação dos microdados do CNEFE - Foto: Mauricio Tonetto/SECOM-RS O IBGE divulgou, nesta terça (21), de maneira antecipada, os microdados do Cadastro Nacional de Endereços para Fins...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40143-cnefe-ibge-antecipa-microdados-de-cadastro-de-enderecos-para-auxiliar-gestores-do-rio-grande-do-sul.html
40142,O IBGE na recuperação do planejamento para o ecodesenvolvimento sustentável,"A gravidade dos eventos climáticos que têm se sucedido no território nacional exige a recuperação do papel do planejamento no ecodesenvolvimento socioeconômico sustentável. Neste momento, de especial atenção ao estado e municípios gaúchos assolados pelas...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40142-o-ibge-na-recuperacao-do-planejamento-para-o-ecodesenvolvimento-sustentavel.html
40114,Já está disponível a Agenda IBGE de 20 a 26 de maio,"Agenda IBGE traz a programação do instituto para a semana - Foto: Bel Corção/Brasil com S O IBGE divulgou hoje (20) a Agenda IBGE desta semana, que contempla as reuniões internas e externas, os eventos e os compromissos da Presidência, das Diretorias e...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40114-ja-esta-disponivel-a-agenda-ibge-de-20-a-26-de-maio.html
40124,"Em parceria com a Escola de Samba Unidos da Vila Maria, IBGE divulga dados de alfabetização em São Paulo (SP)","Escola de samba se apresentou na abertura e no encerramento da divulgação  O Instituto Brasileiro de Geografia e Estatística (IBGE) divulgou nesta sexta-feira, 17, os resultados do “Censo Demográfico 2022 - Alfabetização: Resultados do universo”, na...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40124-em-parceria-com-a-escola-de-samba-unidos-da-vila-maria-ibge-divulga-dados-de-alfabetizacao-em-sao-paulo-sp.html
40098,"Censo 2022: Taxa de analfabetismo cai de 9,6% para 7,0% em 12 anos, mas desigualdades persistem","O grupo de idade de 15 a 19 anos tinha a menor taxa de analfabetismo (1,5%) - Foto: Andre Borges/Agência Brasília Dados do Censo Demográfico de 2022 mostram que, dos 163 milhões de pessoas de 15 anos ou mais de idade, 151,5 milhões sabiam ler e escrever...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40098-censo-2022-taxa-de-analfabetismo-cai-de-9-6-para-7-0-em-12-anos-mas-desigualdades-persistem.html
40106,PNAD Contínua Trimestral: desocupação cresce em oito das 27 UFs no primeiro trimestre de 2024,"A taxa de desocupação do país no primeiro trimestre de 2024 foi de 7,9%, aumentando 0,5 ponto percentual (p.p.) ante o quarto trimestre de 2023 (7,4%) e caindo 0,9 p.p. frente ao mesmo trimestre de 2023 (8,8%). Em relação ao trimestre anterior, a taxa de...",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/40106-pnad-continua-trimestral-desocupacao-cresce-em-oito-das-27-ufs-no-primeiro-trimestre-de-2024.html
40109,Desocupação cresce em oito e cai em apenas uma Unidade da Federação no primeiro trimestre do ano,"Oito estados registraram aumento na taxa de desocupação no 1º trimestre de 2024 - Foto: Acervo IBGE A taxa de desocupação no país subiu para 7,9% no primeiro trimestre de 2024, um aumento de 0,5 ponto percentual (p.p.) na comparação com o quarto...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40109-desocupacao-cresce-em-oito-e-cai-em-apenas-uma-unidade-da-federacao-no-primeiro-trimestre-do-ano.html
40112,"IBGE divulga Censo Alfabetização, oficinas e IBGEeduca em projeto social da Escola de Samba Unidos de Vila Maria em São Paulo (SP)","O Instituto Brasileiro de Geografia e Estatística (IBGE) realizará nesta quinta-feira, 19h, uma apresentação na Escola Unidos da Vila Maria, sobre os projetos educacionais do IBGE e das possibilidades de parceria com os projetos locais. A ação faz parte...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40112-ibge-divulga-censo-alfabetizacao-oficinas-e-ibgeeduca-em-projeto-social-da-escola-de-samba-unidos-de-vila-maria-em-sao-paulo-sp.html
40108,"Com uso de inteligência artificial, IBGE lança força-tarefa para diagnóstico, planejamento e reconstrução de áreas atingidas do RS","A apresentação será virtual e transmitida pelo IBGE Digital O Instituto Brasileiro de Geografia e Estatística (IBGE) divulgará na segunda-feira, 20, às 10h, uma força-tarefa nacional para capacitar gestores municipais do RS aprenderem a usar as várias...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40108-com-uso-de-inteligencia-artificial-ibge-lanca-forca-tarefa-para-diagnostico-planejamento-e-reconstrucao-de-areas-atingidas-do-rs.html
40096,IBGE reúne e capacita institutos estatísticos regionais para iniciar trabalho de mudança do ano base do Sistema de Contas Regionais,"Rebeca Palis, coordenadora de Contas Nacionais, ressalta a necessidade de ampliação e estabilidade das equipes regionais - Foto: Márcio Costa/Agência IBGE Notícias O IBGE reuniu, entre os dias 6 e 10 de maio, 65 representantes de órgãos produtores de...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40096-ibge-reune-e-capacita-institutos-estatisticos-regionais-para-iniciar-trabalho-de-mudanca-do-ano-base-do-sistema-de-contas-regionais.html
40086,Servidores do IBGE no Rio Grande do Sul mobilizados em ajuda humanitária aos atingidos pelas cheias,"A maior tragédia climática da história do Rio Grande do Sul, e já uma das maiores registradas no Brasil, tem mobilizado todo o país com doações, equipamentos e pessoal dedicados ao resgate de pessoas e animais. Em um cenário de urgência e de necessidades...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40086-servidores-do-ibge-no-rio-grande-do-sul-mobilizados-em-ajuda-humanitaria-aos-atingidos-pelas-cheias.html
40082,"Em Brasília, IBGE amplia processo de inserção internacional com acordo de cooperação e parcerias","Marcio Pochmann ressaltou a importância da recriação da Comissão Nacional de População e Desenvolvimento (CNPD) - Foto: Renato Filho/UNFPA Brasil O Instituto Brasileiro de Geografia e Estatística (IBGE) participou em Brasília (DF) de dois eventos, nos...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40082-em-brasilia-ibge-amplia-processo-de-insercao-internacional-com-acordo-de-cooperacao-e-parcerias.html
40079,"Em abril, IBGE prevê safra de 299,6 milhões de toneladas para 2024","Em abril, a produção de cereais, leguminosas e oleaginosas estimada para 2024 deve totalizar 299,6 milhões de toneladas, 5,0% menor que a obtida em 2023 (315,4 milhões de toneladas), com redução de 15,8 milhões de toneladas; e 0,4% acima da informada em...",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/40079-release-lspa-abril.html
40077,"Volume dos Serviços avança 0,4% em março","Em março de 2024, o volume de serviços no Brasil mostrou expansão de 0,4% frente a fevereiro, na série com ajuste sazonal, após ter recuado 0,9% em fevereiro último. Período Variação (%) Volume Receita Nominal Março 24 / Fevereiro 24* 0,4 1,8 Março 24 /...",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/40077-volume-dos-servicos-avanca-0-4-em-marco.html
40080,"Safra de 2024 deve ficar em 299,6 milhões de toneladas, 5,0% menor do que a de 2023","Período de chuvas no início do ano ajudou na recuperação de 0,9% na produção de soja observada em abril - Foto: Licia Rubinstein A safra nacional de cereais, leguminosas e oleaginosas deve ser de 299,6 milhões de toneladas em 2024, segundo a estimativa...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40080-noticia-lspa-abril.html
40078,"Volume de serviços volta a crescer e avança 0,4% em março","Setor de informação e comunicação teve a maior alta desde janeiro de 2017 e chegou ao patamar recorde da série - Foto: Pixabay O volume de serviços prestados no país voltou a avançar em março, registrando uma expansão de 0,4%, após ter recuado 0,9% em...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40078-volume-de-servicos-volta-a-crescer-e-avanca-0-4-em-marco.html
40048,Inferência de preços em comércio virtual é tema de webinário do Hub Regional para Big Data,"O Hub Regional da ONU para Big Data no Brasil está realizando uma série de três webinários para apresentar experiências de utilização de fontes de dados alternativos na produção de indicadores confiáveis. O último seminário será em 17 de maio, às 13h, e...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40048-inferencia-de-precos-em-comercio-virtual-e-tema-de-webinario-do-hub-regional-para-big-data.html
40040,IBGE divulga Agenda de 13 a 19 de maio,"Agenda IBGE traz a programação do instituto para a semana - Foto: Bel Corção/Brasil com S Divulgada hoje (13), a Agenda IBGE traz as programações para a semana de 13 a 19 de maio. A edição disponibilizada contempla as reuniões internas e externas, os...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40040-ibge-divulga-agenda-de-13-a-19-de-maio.html
40037,IBGE realiza décima divulgação do Censo 2022 no próximo dia 17 na capital paulista,"A décima divulgação nacional do Censo 2022 ocorrerá na cidade mais populosa do país - Foto: IA generativa (pikasso/freepik) No próximo dia 17, às 10h, o IBGE divulgará os resultados do Censo Demográfico 2022 – Alfabetização: Resultados do universo. Os...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40037-ibge-realiza-decima-divulgacao-do-censo-2022-no-proximo-dia-17-na-capital-paulista.html
40028,"IPCA foi de 0,38% em abril","O Índice Nacional de Preços ao Consumidor Amplo (IPCA) de abril foi de 0,38% e ficou 0,22 ponto percentual acima da taxa de março (0,16%). No ano, o IPCA acumula alta de 1,80% e, nos últimos 12 meses, de 3,69%, abaixo dos 3,93% observados nos 12 meses...",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/40028-ipca-foi-de-0-38-em-abril.html
40029,"Em abril, Índice Nacional da Construção Civil é de 0,41% ","O Índice Nacional da Construção Civil (SINAPI) foi de 0,41% em abril, ficando 0,34 ponto percentual acima do índice de março (0,07%). Essa é a maior taxa desde setembro de 2022. O acumulado nos últimos 12 meses foi de 2,51%, resultado acima dos 2,36%...",http://agenciadenoticias.ibge.gov.br/agencia-sala-de-imprensa/2013-agencia-de-noticias/releases/40029-em-abril-indice-nacional-da-construcao-civil-e-de-0-41.html
40032,"Inflação acelera para 0,38% em abril, com alta em produtos farmacêuticos e alimentos","Alta de preços dos produtos farmacêuticos (2,84%) foi a principal responsável pelo resultado do grupo Saúde e cuidados pessoais em abril - Foto: Helena Pontes/Agência IBGE Notícias O Índice Nacional de Preços ao Consumidor Amplo (IPCA) foi de 0,38% em...",http://agenciadenoticias.ibge.gov.br/agencia-noticias/2012-agencia-de-noticias/noticias/40032-inflacao-acelera-para-0-38-em-abril-com-alta-em-produtos-farmaceuticos-e-alimentos.html
